year,avgTemp,minTemp,maxTemp,corona,result
20200401,11,6,17,24,108
20200402,9,3,16,16,184
20200403,10,5,16,19,156
20200404,9,5,13,20,225
20200405,7,2,14,25,248
20200407,11,6,17,8,194
20200408,9,5,14,10,121
20200409,9,4,15,9,168
20200410,11,6,17,5,166
20200411,10,6,16,3,220
20200412,10,4,16,2,256
20200414,13,8,20,3,153
20200415,13,7,20,6,328
20200416,16,9,24,0,169
20200417,13,10,15,2,31
20200418,14,9,20,2,312
20200419,12,10,16,1,114
20200421,7,5,10,2,55
20200422,6,4,8,2,38
20200423,8,3,13,0,78
20200424,10,4,14,0,74
20200425,13,10,17,1,179
20200426,12,7,19,0,312
20200428,14,8,20,4,126
20200429,15,9,21,0,201
20200430,17,9,23,0,290
20200501,20,16,26,1,202
20200502,20,18,24,1,185
20200503,22,17,27,2,189
20200505,16,13,19,0,241
20200506,19,11,28,0,110
20200507,21,15,27,0,132
20200508,20,14,27,0,101
20200509,14,13,17,11,25
20200510,14,13,17,11,129
20200512,14,11,19,21,70
20200513,16,10,22,13,122
20200514,19,12,25,5,110
20200515,16,14,20,6,10
20200516,17,15,20,11,120
20200517,19,15,25,6,280
20200519,13,10,17,1,76
20200520,14,9,20,14,121
20200521,17,11,23,3,121
20200522,19,15,23,3,104
20200523,20,17,25,3,252
20200524,17,14,20,6,180
20200526,16,13,23,16,101
20200527,17,12,24,15,196
20200528,19,14,23,21,127
20200529,21,15,28,16,137
20200530,22.6,16.5,30,9,186.0555194
20200531,21.2,17.6,28,6,182.6395371
20200601,19.7,16.6,24.5,2,72.53730358
20200602,17.9,14.8,21.8,15,143.8022885
20200603,22,17.6,28.4,18,155.1883947
20200604,21.9,19.7,26.5,20,141.3556275
20200605,23,18.4,28.7,13,141.5164822
20200606,24.6,19.2,30.9,23,245.4540663
20200607,22.7,19.2,29.2,27,166.0159407
20200608,25,19.8,32,18,77.92791964
20200609,26.7,20.3,32.8,22,146.7424334
20200610,25.8,22.5,32.1,10,155.5340232
20200611,26.1,21.7,31.6,19,139.0215021
20200612,24.7,21.6,27.6,26,136.47793
20200613,26.9,20.6,33.5,29,187.9909425
20200614,24,20.1,28.8,12,180.0009467
20200615,23,18.2,28.6,7,65.2258568
20200616,24.4,20,30.7,7,131.8212934
20200617,24.3,20.2,30.3,12,138.6421972
20200618,23.4,20.3,27.3,13,120.4458127
20200619,24.7,21.1,30,25,116.5355036
20200620,24.9,20.7,29.7,18,167.0203253
20200621,26.1,19.5,32.7,14,158.3527167
20200622,28.6,21.7,35.4,17,43.25299959
20200623,27.3,23.2,31,5,109.8696145
20200624,22.3,19.9,26.3,6,117.0410437
20200625,21.6,20.1,23.4,11,99.49936687
20200626,21.8,19.2,25.7,9,96.51489457
20200627,24.1,20.4,29.6,17,148.156781
20200628,25.2,21.5,30.1,17,140.8319477
20200629,23.8,20.6,26.5,14,27.21097177
20200630,20.1,18.4,23.1,7,95.38982533
20200701,21.1,18.1,24.3,9,104.1533748
20200702,24.2,20.4,29.8,13,88.18053884
20200703,25.5,21.6,30.6,12,86.69050344
20200704,24.2,20.4,29.5,7,139.7048506
20200705,23.8,19.9,27.6,16,133.587887
20200706,25.6,21.8,30.9,3,20.97378547
20200707,24.1,22.1,28.1,3,89.92939033
20200708,25.5,21.3,30.4,10,99.2185634
20200709,27.5,21.8,32.9,8,83.5079446
20200710,24.5,22.7,27.7,8,82.01350892
20200711,25.8,22.2,30.2,8,134.7627652
20200712,23.5,21.7,26,7,128.1348815
20200713,18.7,17.7,21.7,13,14.78735677
20200714,20.3,17.2,24.3,7,82.8181014
20200715,23.4,18.9,28.7,6,91.02882703
20200716,25,20.4,29.7,7,74.12964634
20200717,26,21.5,31.6,9,71.38429906
20200718,26.1,22.8,31,6,122.8708887
20200719,24,20.6,26.6,10,115.0204584
20200721,25,21.4,30.5,21,67.58329775
20200722,23.7,22.6,25.7,16,74.99208386
20200723,21.1,18.5,22.6,12,57.51989957
20200724,22.5,18.7,26.8,21,54.46567493
20200725,24.3,22.3,29,11,105.9354177
20200726,25.4,21.6,29.6,7,98.37988415
20200728,24.4,22.7,26.4,6,52.50192193
20200729,23.7,22.6,24.9,9,61.16881995
20200730,25.3,23.4,28.4,3,45.25413105
20200731,26.2,22.8,29.6,8,44.03094113
20200801,25.3,24.3,26.9,2,97.57128602
20200802,24.9,23.5,26.4,5,92.2847548
20200804,27,25,29.4,9,51.34643739
20200805,26.5,25.5,29.1,6,62.57690384
20200806,24.1,22.9,26,9,49.21310126
20200807,24.3,22.6,26.1,9,50.47131711
20200808,24.2,22.7,26.1,17,106.3684362
20200809,24.9,23.7,25.8,13,103.2621545
20200811,24.6,22.4,27.3,6,65.97248252
20200812,27.2,23.5,31.3,15,78.59684789
20200813,28,26.3,30.3,26,66.30364584
20200814,27.1,26.5,28,32,68.29315389
20200815,26.1,25,27,74,119.5869795
20200816,27.4,25.3,30.8,146,124.2993765
20200817,28.2,26.1,32.2,90,11.74361481
20200818,27.5,24,31.9,132,83.34653244
20200819,27.1,23.6,31.4,151,95.10481351
20200820,27.7,25,31.7,135,81.71035691
20200821,26.6,25.2,29.2,126,82.40960165
20200822,24.3,21.7,27.6,127,137.2646346
20200823,27,23,31,140,132.6921062
